seed,train,test
seed_0,0.18943683268821956,0.5127861101669761
seed_1,0.1922368652867448,0.5140093413816278
seed_2,0.19041830844981164,0.5176462007137733
seed_3,0.19315500422242127,0.5190877003924189
seed_4,0.1919244667586102,0.5131919670116196
seed_5,0.19194170181538958,0.5189574682923229
seed_6,0.19349999157590303,0.520493858244415
seed_7,0.19243221340843208,0.5124797948105886
seed_8,0.1923727533193557,0.5208265983662647
seed_9,0.19187121241586377,0.5197440503321666
seed_10,0.19078326388550026,0.5184410661854416
seed_11,0.19302920944684326,0.5111511107360271
seed_12,0.19289527929669223,0.5132092774164139
seed_13,0.1913541966717612,0.5199625282406662
seed_14,0.19202948148057064,0.5183179649591335
seed_15,0.19405573219735764,0.5186978371884822
seed_16,0.1901411185661161,0.5157142489653888
seed_17,0.1942882392733213,0.5177425558557713
seed_18,0.19294081020032144,0.5166477012908407
seed_19,0.19086021934395372,0.5202999394741273
seed_20,0.19422677821842443,0.5141287776023589
seed_21,0.18945890571315321,0.5184264646633634
seed_22,0.1916639147178957,0.5228369762110561
seed_23,0.1947241110486187,0.5195233268351684
seed_24,0.19516426681276308,0.5192162621503518
seed_25,0.1890507247692313,0.5169027352222195
seed_26,0.19167164613244903,0.5264325042077292
seed_27,0.19136342215028354,0.5149045861427752
seed_28,0.19340641926638164,0.5172223174567554
seed_29,0.1942260809757193,0.5209809510967917
seed_30,0.18984190923287608,0.5141915840707311
seed_31,0.19045680918434238,0.5167811393186117
seed_32,0.19142416921887842,0.5212279634160385
seed_33,0.19520412828138473,0.5218142645130753
seed_34,0.19565644005145122,0.5205019925728341
seed_35,0.1916189001859788,0.5206261741777616
seed_36,0.19019580697971017,0.5143421177705574
seed_37,0.19213319427123615,0.5152375828530191
seed_38,0.1928273585494139,0.5226546809679755
seed_39,0.1930707760845842,0.5138674348692737
seed_40,0.19341751452076555,0.5145927323206382
seed_41,0.19251594140678552,0.5158036325404219
seed_42,0.18929953390099216,0.5069887568614329
seed_43,0.19365958294560082,0.5137613769537914
seed_44,0.19110989897853112,0.5198657662659164
seed_45,0.19091562957440458,0.5115865494309786
seed_46,0.1887192904593999,0.517372093924408
seed_47,0.19320080971669154,0.5202217645928348
seed_48,0.1942352008371927,0.5196400043162009
seed_49,0.1924967589633293,0.5175816772487319
seed_50,0.19073573460014867,0.5100783691388541
seed_51,0.19306514563929614,0.5130517031400901
seed_52,0.19172323274615222,0.516305427983159
seed_53,0.1910005857291884,0.5174507951763787
seed_54,0.1923888233919284,0.5167440434998701
seed_55,0.19260215807289377,0.5168067642621061
seed_56,0.1936342308822548,0.5153370829854639
seed_57,0.19481545194644725,0.5188960505336954
seed_58,0.19123143320935615,0.5144153602116136
seed_59,0.19172596922980928,0.5137592593178624
seed_60,0.1946445721618842,0.5158440159091968
seed_61,0.1919907768839278,0.5181746434447677
seed_62,0.18905039261421733,0.5148699850695313
seed_63,0.19068501924729053,0.5204209444828172
seed_64,0.18933231689725769,0.5188084091034042
seed_65,0.19529787354813993,0.5225944582816675
seed_66,0.19365539139426236,0.5160663084520105
seed_67,0.19281357946151526,0.5087155523117948
seed_68,0.19467978600862756,0.5155218302591897
seed_69,0.19388796867712696,0.5204744922441964
seed_70,0.19244301284322288,0.5186947498540392
seed_71,0.19333070483067483,0.5191563203922674
seed_72,0.19493617403850472,0.5233401677164052
seed_73,0.1910036944103536,0.5219295796039416
seed_74,0.19613475809174147,0.5191301135325539
seed_75,0.19111293632953333,0.5166144671921524
seed_76,0.1930946924632301,0.5194788053487046
seed_77,0.19157776206420873,0.5103085138754935
seed_78,0.1916849847465945,0.5208132117267885
seed_79,0.19229481755918523,0.5176961658331389
seed_80,0.19430311386979654,0.5201831289275899
seed_81,0.1934070306901284,0.5093627563586336
seed_82,0.18999071899060066,0.5078507626593306
seed_83,0.19140521997022655,0.5193812390410977
seed_84,0.19184079834185416,0.5082530147397931
seed_85,0.19236734132734715,0.5207054194967398
seed_86,0.1897931645995936,0.5097633437852981
seed_87,0.19311720369022348,0.5127256640356551
seed_88,0.1924333862256983,0.5162484951482703
seed_89,0.19265007949772772,0.5181640737968669
seed_90,0.19375622330476192,0.5213118451804539
seed_91,0.18982201535202964,0.5137004675307207
seed_92,0.19633607675083256,0.5211797838362847
seed_93,0.19008208838930138,0.5166950836193503
seed_94,0.19352691188107127,0.5166788141620988
seed_95,0.19168075984132596,0.51629100240254
seed_96,0.19249145306041981,0.5196631368303376
seed_97,0.1901575440681938,0.5063902618425776
seed_98,0.18829937289734033,0.5138814854264674
seed_99,0.19285746831501757,0.516569703789064
seed_100,0.19395989875775832,0.5118298070050846
seed_101,0.19154681089451417,0.5145862454011528
seed_102,0.19311726168040028,0.5146418819177261
seed_103,0.19589593124034582,0.5229428256022658
seed_104,0.19166541739240744,0.5173209554317073
seed_105,0.19222344124237628,0.5196831876085894
seed_106,0.1929202710146707,0.51378305372706
seed_107,0.19348992103413923,0.5159951596119314
seed_108,0.1909277369540377,0.5087369274729142
seed_109,0.19409083520007236,0.5196106839445214
seed_110,0.19475905004447913,0.5160404835228514
seed_111,0.1927359908776351,0.52033544622015
seed_112,0.19299383112716256,0.5187052355633728
seed_113,0.19250467872292304,0.5224352572883648
seed_114,0.1927022755254483,0.5213680843561678
seed_115,0.1930483475124065,0.5152992395377611
seed_116,0.1918604885020965,0.5140582465300501
seed_117,0.1942714058539115,0.518634565615266
seed_118,0.19250569538968254,0.5147828980055873
seed_119,0.19280356695230108,0.5139540983644184
seed_120,0.19135832649502427,0.5113855453055841
seed_121,0.18933251763994746,0.518243025319742
seed_122,0.192999548890648,0.5117297831749242
seed_123,0.18799357126526856,0.5113389049195981
seed_124,0.1904229461757989,0.5144443297659569
seed_125,0.1894240786282894,0.5087311152974959
seed_126,0.18763692463854179,0.509945608601385
seed_127,0.18963951804816165,0.5173857882639072
seed_128,0.19352374727771637,0.5184649703323423
seed_129,0.19335206343727962,0.5147647021479402
seed_130,0.19181901957207412,0.522076929336878
seed_131,0.19281690944173552,0.5163372432911094
seed_132,0.19357673148785046,0.5175149738948859
seed_133,0.19459716694269968,0.5191364263450335
seed_134,0.1897265472196951,0.5113791245165707
seed_135,0.19303044560679095,0.5150737278652447
seed_136,0.19093499524030083,0.5153788831835372
seed_137,0.19152392978436913,0.5139658872236822
seed_138,0.19282537709264294,0.5172985532826184
seed_139,0.19429466225391495,0.5156567236561853
seed_140,0.19094035766749595,0.5202552531975657
seed_141,0.19539198642514466,0.5235135160811025
seed_142,0.1941752613643507,0.5197026526505338
seed_143,0.19326254925608136,0.5146386161214384
seed_144,0.19137264066200696,0.5191258261715553
seed_145,0.1889122743535169,0.5070762493098698
seed_146,0.19762491078592065,0.5191044755462029
seed_147,0.19134156620135936,0.5171875960852484
seed_148,0.19087201546870478,0.5175072217890476
seed_149,0.19190600348732736,0.5162007852791088
seed_150,0.19377031147934218,0.5149128864670678
seed_151,0.19295534341285225,0.5206364650627673
seed_152,0.19263845377339706,0.5192942757441756
seed_153,0.18912058759129496,0.5110636313637309
seed_154,0.18937451768023478,0.5117961953856698
seed_155,0.1919801675118011,0.5178312987762422
seed_156,0.19134221257000358,0.5181061718419759
seed_157,0.1898254613527948,0.5165709043574652
seed_158,0.19681698474999085,0.5183031952682464
seed_159,0.19086339882060305,0.514283994748462
seed_160,0.1918627828083449,0.5138323801494614
seed_161,0.19419063208378165,0.5140819164194833
seed_162,0.19373319337291217,0.5236256223423214
seed_163,0.19370464507978533,0.5137565136029171
seed_164,0.1946570433382759,0.5136910221900771
seed_165,0.19256237773471105,0.5195447086102879
seed_166,0.19297673459701675,0.5224237620243933
seed_167,0.19028337748853716,0.5170172267635941
seed_168,0.19189171470699376,0.5194805419100335
seed_169,0.1951711991911066,0.5169192499508899
seed_170,0.19359016168487003,0.5217043789413639
seed_171,0.19095800165831392,0.5217638743234032
seed_172,0.19067111438431672,0.5147617492955392
seed_173,0.19146572553254965,0.5142335306033824
seed_174,0.1926893630917417,0.5200970205801742
seed_175,0.1912208256927515,0.5171358386410181
seed_176,0.18539699559681805,0.516881067533396
seed_177,0.19003605787849506,0.5117287701996656
seed_178,0.19697292513087966,0.5207428965213597
seed_179,0.188736248080618,0.5172143402219551
seed_180,0.19248208641469927,0.5110762920811861
seed_181,0.19169881486529425,0.5162580315023667
seed_182,0.1910567891141247,0.5134426631902032
seed_183,0.1953417188070138,0.5212223605670261
seed_184,0.19034610672709562,0.5221092046202062
seed_185,0.19361236415191443,0.5211422991245624
seed_186,0.1919125329654714,0.5155438132868903
seed_187,0.18944832571035833,0.5164088372127568
seed_188,0.19203100237209728,0.516552907683314
seed_189,0.1914862171059424,0.5186940901636644
seed_190,0.19107275233361248,0.5122619731513812
seed_191,0.19467146803706603,0.5207647766574913
seed_192,0.1918513599644484,0.5126196597315967
seed_193,0.1910746015565994,0.5178910465667533
seed_194,0.18886686424962845,0.5128395521766733
seed_195,0.1896096168242937,0.5109386094658748
seed_196,0.1943845218674719,0.5222578246422609
seed_197,0.1928202134100185,0.5176492372524144
seed_198,0.19231545028321995,0.5169139853025273
seed_199,0.1916064212794911,0.5198457130961709
